,state,s20187,s20188,s20189,s201810,s201811,s201812,s20191,s20192,s20193,s20194,s20195,s20196,s20197,s20198,s20199,s201910,s201911,s201912,s20201,s20202,s20203,s20204,s20205,s20206,s20207,s20208,s20209,s202010,s202011,s202012,s20211,s20212,s20213,s20214,s20215,s20216,s20217,s20218,s20219,s202110,s202112,s20221,s20222,s20223,s20224,s20225,s20226,s20227,s20228,s20229,s202210,s202211,s202212,s20231,s20232,s20233,s20234,s20235,s20236,s20237,s20238,s20239,Latitude,Longitude
18,Mahesana,16.295,16.203870967741935,13.93,8.347741935483873,6.198333333333334,3.5264516129032257,2.0341935483870968,2.146785714285714,2.8180645161290316,2.8533333333333326,1.1612903225806452,10.583666666666664,16.862903225806452,22.814838709677424,26.993000000000002,17.210000000000004,13.508666666666668,8.373548387096776,7.603548387096774,7.448620689655173,7.445483870967743,7.670333333333332,7.265483870967741,16.89466666666667,20.219032258064516,22.236451612903224,21.524666666666665,11.509677419354839,9.205666666666668,8.51548387096774,7.800967741935484,7.328214285714288,6.612580645161291,7.329,11.667741935483871,17.503333333333334,17.3341935483871,13.036666666666667,20.807241379310344,17.377857142857142,13.782580645161291,10.931000000000001,9.0625,8.404193548387097,8.251,7.790333333333333,10.156333333333334,21.66129032258064,24.14193548387097,16.588333333333335,11.116774193548386,8.601034482758621,8.223548387096773,8.222999999999999,8.407407407407408,9.105999999999998,8.583666666666666,11.198387096774194,17.547,22.223870967741934,13.519354838709676,13.444615384615386,23.6015557,72.3867981
19,Mahisagar,21.335,19.5841935483871,15.188333333333333,8.630645161290323,5.204666666666667,3.8641935483870964,3.263548387096774,3.2417857142857147,2.9580645161290318,1.4399999999999997,1.1648387096774195,12.064333333333334,21.08806451612903,26.835806451612903,28.55866666666667,17.713225806451614,14.002,8.975806451612902,8.544193548387097,8.486551724137929,8.432903225806452,8.931000000000001,8.569032258064516,18.968999999999998,23.012903225806454,22.03774193548387,24.145666666666667,14.051935483870967,10.469,10.492903225806451,9.510322580645163,8.711428571428572,7.390645161290324,8.688333333333333,13.523225806451613,19.187,20.874516129032255,18.262333333333334,25.026896551724143,20.48785714285714,12.863225806451615,11.130666666666666,10.172857142857143,9.520645161290323,9.223666666666668,8.808333333333334,14.361333333333333,24.3383870967742,25.812258064516122,19.511000000000006,17.03,11.036206896551722,9.678709677419356,9.336,9.354074074074074,11.296333333333335,10.421333333333335,10.807741935483872,16.541333333333334,23.893548387096775,19.053548387096775,16.74692307692308,23.1916967,73.6626352964019
20,Morbi,22.856250000000003,22.155806451612904,14.998333333333333,5.3112903225806445,3.896666666666667,2.8245161290322587,2.1293548387096775,2.0628571428571427,1.8351612903225807,0.874,0.42096774193548375,3.7853333333333334,15.750322580645161,28.988709677419354,30.64766666666667,23.987419354838707,23.148,13.613225806451615,11.92548387096774,11.432068965517242,11.152580645161288,11.380666666666666,10.75258064516129,21.652000000000005,28.4158064516129,31.334516129032266,29.825,19.912903225806453,16.872666666666667,15.298064516129033,13.431612903225808,11.998571428571429,10.818709677419356,13.516666666666664,20.729677419354843,23.095999999999997,26.045483870967743,20.477,30.33586206896552,28.259285714285717,20.003548387096775,19.31366666666667,16.824642857142855,15.623548387096772,14.745000000000001,13.262,19.14,29.555806451612902,28.58774193548387,26.723,17.81096774193548,14.943793103448275,14.545483870967741,14.576333333333336,14.841851851851853,16.186,15.003333333333332,18.375806451612902,22.915333333333333,31.262258064516125,20.22322580645161,15.781538461538462,22.8176662,70.8345928
21,Narmada,26.5825,24.206129032258062,18.15266666666667,11.304193548387097,8.362,7.835806451612903,7.661935483870967,7.659642857142857,7.283870967741936,5.472333333333334,5.399354838709678,13.71266666666667,29.306129032258063,29.185483870967737,31.879000000000005,26.924838709677417,24.809,15.817741935483868,14.342258064516127,14.131724137931041,13.951935483870969,14.032333333333334,13.168387096774191,25.53333333333334,28.352580645161293,30.64161290322581,29.697333333333333,23.157096774193544,18.54633333333333,21.30709677419355,20.109354838709674,17.38285714285714,14.385483870967743,16.252666666666666,19.02451612903226,24.316666666666666,27.78483870967742,26.728999999999992,30.402758620689657,28.957857142857147,23.94225806451612,20.142666666666667,18.27321428571429,16.77516129032258,16.311666666666664,16.13233333333333,20.455,29.77451612903226,29.481290322580644,27.585,24.044838709677418,18.317931034482754,16.903548387096773,16.548,16.38925925925926,19.58,18.726333333333333,18.984838709677422,21.95033333333333,30.47612903225807,24.886451612903222,24.789230769230763,21.738303950000002,73.62736015921328
22,Navsari,28.71,26.156451612903226,14.198,6.65225806451613,4.368333333333333,3.7399999999999993,3.543548387096775,3.5300000000000002,3.2051612903225806,1.5763333333333336,1.5700000000000005,14.009666666666668,30.35645161290323,28.883548387096777,31.939999999999998,24.727096774193548,24.00366666666667,13.652258064516126,12.03,11.914137931034478,11.72322580645161,11.699999999999996,10.987096774193546,24.722333333333328,27.56,31.134838709677414,30.891333333333332,20.535806451612903,15.59933333333333,20.045806451612904,19.298709677419357,16.055714285714284,12.967419354838707,14.019,18.675806451612903,25.747000000000003,28.43806451612904,27.729333333333336,30.688275862068963,27.72857142857143,23.87387096774194,18.434000000000005,16.407857142857143,14.686129032258064,13.966000000000001,13.893666666666668,19.254666666666665,29.684193548387096,28.993870967741938,28.10166666666667,22.673870967741934,16.39275862068966,14.536451612903226,14.067333333333336,13.938518518518517,15.303333333333335,14.931999999999999,16.406774193548387,18.619000000000003,31.181290322580647,25.12322580645161,24.541538461538458,20.952407,72.9323831
23,Panch Mahals,26.93,24.69161290322581,17.374666666666666,9.584516129032258,6.105333333333332,4.1899999999999995,3.2645161290322586,3.25,2.9532258064516124,1.4273333333333331,0.9696774193548385,11.466666666666667,25.942903225806454,29.886774193548383,31.65333333333334,22.49677419354839,20.575,12.83741935483871,11.495483870967744,11.254482758620693,11.151935483870968,12.050666666666666,11.674193548387096,21.098666666666663,24.525806451612905,26.950645161290318,27.701666666666668,18.556451612903224,14.27,14.705161290322577,13.456451612903225,12.356071428571429,10.354193548387096,12.230666666666671,16.740000000000002,22.502,25.14032258064516,22.304666666666662,28.983448275862067,25.275714285714287,18.248064516129038,16.13866666666667,14.873571428571427,13.706129032258065,13.10966666666667,12.392999999999997,16.028,27.477741935483873,27.975806451612897,23.073666666666668,21.493548387096777,15.13,13.701612903225806,13.348333333333334,13.257407407407406,14.149000000000003,13.365999999999998,14.373548387096776,22.30933333333333,29.304516129032258,23.610967741935486,20.659230769230767,23.0,74.0
24,Patan,17.971249999999998,17.553225806451614,13.068666666666669,5.601612903225806,3.4676666666666667,1.8448387096774195,1.00258064516129,1.0160714285714287,0.960967741935484,0.6833333333333333,0.502258064516129,4.993666666666667,14.013548387096774,24.547419354838716,26.221333333333334,19.344193548387096,14.322666666666667,8.770645161290322,6.741290322580644,6.075862068965516,5.876129032258065,5.954666666666666,5.623548387096776,15.415666666666663,20.645806451612902,26.92161290322581,24.133333333333333,12.152258064516127,9.116666666666667,8.347096774193549,7.074838709677419,6.059642857142856,5.235161290322579,6.156666666666666,9.732580645161292,15.725666666666665,20.169032258064515,14.197666666666667,23.179655172413796,20.187142857142856,16.764193548387095,13.767333333333331,10.617142857142857,9.029354838709676,7.876000000000001,6.557333333333336,10.214666666666666,24.43548387096774,25.91,20.538,11.718709677419353,8.624827586206896,8.156129032258065,8.336333333333336,9.548518518518518,9.264333333333333,8.064,9.033225806451615,17.199666666666666,24.817096774193555,15.545806451612902,10.06769230769231,23.8505032,72.1133403
25,Porbandar,23.33,23.337419354838712,17.600333333333328,6.863870967741937,4.768,3.5129032258064514,2.8406451612903223,2.8296428571428565,2.6516129032258062,1.5613333333333337,1.3080645161290323,7.592666666666667,15.459354838709677,23.836451612903225,27.486666666666668,20.323225806451614,17.697333333333336,11.055806451612906,10.303870967741934,9.960689655172413,9.762903225806454,9.80766666666667,9.182258064516128,14.287666666666668,26.232580645161292,28.017419354838708,23.178,18.410645161290322,14.924000000000001,13.004193548387095,11.276451612903227,10.12607142857143,8.37451612903226,9.998333333333331,12.42193548387097,15.381666666666666,22.270967741935483,18.006666666666668,27.20344827586207,24.423571428571428,14.11258064516129,15.651000000000002,13.965714285714288,12.889354838709675,12.883333333333335,12.565666666666665,16.201,25.26774193548387,24.869999999999997,22.113999999999997,15.722580645161292,12.576551724137932,12.050967741935485,11.960666666666665,11.951851851851849,11.659666666666665,10.77433333333333,13.114516129032259,20.045666666666666,26.711612903225813,16.87193548387097,12.530000000000001,21.6409,69.611
26,Rajkot,25.112500000000004,21.233870967741936,14.227333333333332,5.171612903225806,3.951666666666667,2.6080645161290326,1.8612903225806456,1.8500000000000003,1.685483870967742,0.859,0.5064516129032258,7.933666666666666,24.202903225806452,30.24096774193548,32.56966666666667,24.660322580645165,20.704333333333334,12.986129032258068,13.706451612903223,14.004827586206899,13.774516129032257,13.911333333333328,13.202580645161289,25.40266666666667,29.98741935483871,31.840645161290325,30.684666666666665,24.394516129032258,19.76,17.63258064516129,15.813870967741936,14.540714285714285,11.032580645161291,14.888666666666664,21.243548387096773,24.48133333333333,27.383548387096777,22.092000000000006,31.22172413793103,29.312857142857144,20.105806451612906,19.02766666666667,17.948928571428574,17.109677419354842,16.55366666666667,15.251000000000003,20.82833333333333,29.51129032258065,29.215806451612902,26.699999999999996,20.25903225806452,17.239310344827587,16.63774193548387,16.52366666666667,16.5062962962963,18.293333333333333,18.483333333333334,21.702903225806455,25.816,32.0874193548387,21.75225806451613,17.293846153846154,22.3053263,70.8028377
27,Sabar Kantha,20.45375,19.63,17.016333333333332,11.368387096774192,8.722000000000001,5.946774193548387,4.472258064516129,4.660714285714286,5.920645161290322,5.572333333333334,4.1167741935483875,13.491333333333332,19.647419354838707,25.88612903225807,29.513666666666666,18.48677419354839,16.014333333333337,11.147419354838707,9.516451612903225,9.138620689655173,9.194193548387096,9.358666666666664,9.24967741935484,18.588666666666665,22.26064516129032,21.362258064516126,21.854999999999997,13.64032258064516,11.093333333333334,10.553870967741934,9.849032258064517,9.303571428571429,8.777419354838708,9.2,14.091290322580642,19.113666666666667,19.495161290322578,16.546333333333333,23.80448275862069,20.020714285714284,15.056451612903226,13.164333333333333,11.373571428571426,10.53032258064516,10.115666666666668,9.685333333333334,14.100666666666662,24.501290322580648,26.715806451612902,19.168999999999997,14.071290322580644,10.825862068965517,10.21032258064516,10.309333333333333,11.268148148148148,12.409666666666668,11.783999999999999,13.702903225806454,19.515333333333334,25.35774193548387,17.526129032258062,15.02,23.5,73.25
28,Surat,29.3825,25.171290322580646,16.454666666666665,6.453870967741934,3.916333333333333,3.150000000000001,2.8438709677419354,2.8314285714285714,2.5938709677419345,1.508,1.4674193548387096,10.679,31.06064516129032,29.38935483870968,32.67333333333333,25.85516129032258,24.07100000000001,13.240967741935485,11.277096774193547,10.90241379310345,10.697096774193547,10.70333333333333,10.168709677419358,23.315999999999995,28.28806451612903,32.222258064516126,31.51466666666666,21.03774193548387,15.321000000000002,19.537741935483872,18.13967741935484,14.962857142857143,11.393225806451612,13.210666666666668,18.544516129032257,26.321666666666665,27.887096774193548,27.235,31.9803448275862,28.66,23.25225806451613,17.543333333333333,15.332142857142857,13.928387096774195,13.405666666666662,13.102,19.628666666666668,30.831935483870968,29.115161290322582,28.439333333333334,23.727741935483873,15.846551724137933,13.974838709677421,13.574666666666667,13.482222222222227,15.192666666666668,14.722,15.369032258064516,18.052,32.38193548387097,24.291612903225804,22.166153846153847,21.2094892,72.8317058
29,Surendranagar,21.37875,20.663225806451607,13.548666666666666,4.038709677419355,2.3056666666666668,1.5980645161290326,1.235806451612903,1.2349999999999997,1.1058064516129034,0.709,0.4229032258064515,4.6290000000000004,19.63516129032258,29.212258064516135,31.074666666666662,22.722580645161297,20.051333333333332,10.33774193548387,8.979677419354838,8.431724137931035,8.141290322580646,8.261,7.73,19.735333333333333,26.857741935483865,30.547419354838702,27.973333333333326,15.778387096774193,12.154,11.502258064516129,9.772580645161291,8.342142857142857,6.51774193548387,8.613000000000001,15.70774193548387,20.351,21.751935483870966,16.514,27.773103448275865,26.187857142857148,15.524193548387094,14.269333333333337,12.558214285714286,11.722903225806451,10.995666666666668,9.196333333333333,16.396333333333335,27.069354838709675,26.562258064516133,23.767,16.00741935483871,11.962068965517243,11.365483870967745,11.362999999999996,11.639999999999999,13.549666666666667,11.872666666666667,12.929354838709678,18.907333333333334,29.801935483870967,17.531612903225806,15.20923076923077,22.75,71.666667
30,Tapi,24.19125,22.2416129032258,12.886000000000003,6.6877419354838725,4.459999999999999,4.038709677419355,3.8970967741935483,3.89,3.652903225806452,2.610333333333334,2.564838709677419,12.350333333333333,27.137419354838713,26.289354838709677,29.744333333333326,24.197096774193557,22.042666666666666,11.973870967741938,9.821290322580646,9.407586206896552,9.28774193548387,9.390666666666668,9.023225806451615,21.246,25.870322580645162,29.027419354838713,28.812000000000005,19.20483870967742,14.222666666666665,16.92096774193548,16.091290322580647,13.06,10.171935483870968,11.423666666666666,13.813225806451612,19.902333333333335,23.407096774193544,24.39133333333334,27.105862068965514,25.38,19.096451612903223,15.193000000000001,13.563214285714285,12.181935483870967,11.554333333333334,11.048,14.776666666666667,27.137419354838705,26.84193548387097,25.09233333333333,20.396774193548385,14.19896551724138,12.441935483870967,11.918000000000001,11.700000000000001,13.125666666666666,12.511333333333335,13.128709677419353,16.337,28.026451612903227,22.6558064516129,22.186153846153843,21.1060413,72.7008247
31,Vadodara,28.244999999999997,24.594838709677422,17.859333333333332,8.983870967741936,5.986333333333333,3.2896774193548395,1.8864516129032265,1.9224999999999999,1.8461290322580648,0.7826666666666665,0.23677419354838708,9.104666666666668,27.394516129032258,31.267096774193547,33.565666666666665,23.606451612903225,21.726333333333336,13.810967741935483,12.154838709677417,11.831724137931035,11.796451612903226,12.501333333333333,12.000967741935481,22.262666666666668,25.64387096774194,27.307419354838704,28.445000000000004,18.63677419354839,14.891333333333334,16.39774193548387,14.81967741935484,13.44107142857143,11.17,13.155666666666669,17.866774193548387,24.043,25.996451612903225,21.879666666666665,29.809310344827587,28.294285714285714,18.608709677419355,16.169,15.232142857142858,14.508709677419354,14.00466666666667,13.290333333333336,17.093,29.80258064516129,27.650322580645163,24.512666666666668,21.99967741935484,15.53551724137931,14.434516129032259,14.225333333333332,14.198888888888892,14.499666666666668,13.847000000000001,14.431290322580644,20.262999999999998,31.15225806451613,22.190322580645155,20.686923076923073,22.2973142,73.1942567
32,Valsad,26.93,26.508709677419354,14.288000000000002,10.456774193548389,7.216666666666665,5.855806451612903,5.154193548387096,5.056071428571429,4.7951612903225795,3.6180000000000003,3.626451612903226,12.075666666666665,26.871935483870967,26.49806451612903,29.807999999999996,23.394516129032258,20.852999999999998,11.378064516129033,9.401612903225807,9.214137931034482,9.093870967741932,9.084333333333337,8.540322580645162,20.32333333333333,23.40064516129032,27.170645161290317,27.889333333333333,18.557419354838718,13.448333333333332,14.493548387096773,14.28,11.886428571428572,9.276774193548388,10.120000000000001,14.974838709677421,22.433333333333337,25.519999999999996,26.39433333333334,28.28724137931034,26.76928571428571,19.324516129032258,14.214333333333336,12.356428571428575,10.793225806451614,10.247000000000003,9.985333333333333,17.34466666666667,27.435161290322576,26.78387096774193,26.87366666666667,20.865483870967736,13.783103448275863,11.126451612903226,10.452333333333335,10.288148148148148,12.111666666666668,11.273,11.510967741935485,15.404,28.339032258064517,24.72806451612903,23.34307692307692,20.5,73.083333
33,West,17.768749999999997,18.12483870967742,12.126666666666665,2.8558064516129034,1.058,0.9158064516129032,0.8812903225806452,0.8507142857142858,0.8238709677419356,0.3106666666666665,0.326774193548387,1.9323333333333332,7.417741935483869,24.136774193548383,22.973333333333336,15.475806451612904,12.04,7.611290322580645,4.400322580645161,3.7279310344827583,3.6190322580645153,3.6586666666666665,3.3803225806451604,8.869666666666665,19.58516129032258,27.63290322580645,24.275000000000002,12.478709677419355,8.286666666666665,5.377741935483872,4.128387096774193,3.541428571428571,5.077419354838711,6.521999999999999,9.315483870967741,12.042000000000002,20.453548387096774,12.048333333333336,28.8,26.105,11.229999999999999,12.658333333333333,7.7749999999999995,5.263548387096774,4.337,4.021333333333334,6.363333333333332,26.189354838709672,28.06903225806452,24.157999999999998,10.386774193548389,5.376206896551723,4.74032258064516,4.989333333333333,5.560740740740739,8.580333333333334,7.506,7.400645161290322,16.91766666666667,27.277741935483867,12.387741935483868,6.701538461538462,23.583333,70.0
34,North,17.74875,17.51322580645161,12.809666666666663,7.121290322580646,5.719,3.6209677419354835,2.5222580645161297,2.5264285714285712,2.501935483870968,2.497333333333333,1.9641935483870967,8.326666666666668,17.139032258064514,23.47870967741936,25.280666666666665,17.05483870967742,16.07133333333333,10.640967741935485,7.977096774193549,7.58344827586207,7.6503225806451605,7.978333333333333,9.786451612903228,16.64466666666667,21.12870967741936,25.948387096774194,25.782999999999998,14.073225806451612,10.612666666666666,9.356451612903228,8.37258064516129,7.719999999999999,7.410645161290324,7.917666666666667,11.188709677419356,16.268666666666668,19.213225806451614,14.271333333333335,24.10379310344827,18.928571428571434,16.780967741935484,14.961000000000002,11.244285714285711,9.473548387096775,8.625333333333334,8.101999999999999,10.746333333333332,23.8358064516129,27.71193548387097,20.957999999999995,12.089032258064515,9.248965517241379,8.730322580645161,9.126000000000001,10.776666666666667,11.141333333333334,10.629666666666669,10.612580645161291,19.032666666666668,24.365161290322582,15.986451612903226,11.793076923076923,24.25,72.5
35,South,19.0875,24.26451612903226,16.378,13.757096774193547,9.744666666666665,8.11741935483871,7.477096774193546,7.380357142857142,7.223548387096773,6.550000000000001,6.562258064516131,13.488999999999999,21.61161290322581,23.888709677419353,29.412999999999997,24.98612903225806,19.041,11.688709677419354,8.110645161290323,7.536206896551724,7.530967741935485,7.639333333333331,7.467419354838709,19.476333333333333,20.940967741935484,24.67870967741936,27.833666666666666,17.848064516129032,12.437000000000001,14.44774193548387,14.956129032258065,11.264285714285714,8.555806451612904,8.419,11.83548387096774,17.870333333333335,19.601935483870967,18.52466666666667,22.38586206896552,22.3,16.63032258064516,11.560333333333334,9.704285714285716,8.553548387096773,8.388333333333334,8.344666666666667,15.348666666666665,22.891612903225802,23.473225806451612,22.590333333333334,17.245483870967742,11.207241379310345,9.237741935483871,8.572000000000001,8.333333333333334,12.808,13.129333333333332,14.068709677419356,17.35433333333333,25.220645161290328,26.496774193548383,22.720000000000002,20.788171849999998,73.70920325426432
36,East,29.9125,27.35258064516129,20.448999999999998,11.618064516129033,6.693999999999999,5.434193548387097,5.010967741935484,4.993214285714286,4.5790322580645135,2.3816666666666664,2.2348387096774194,13.364666666666666,29.808709677419355,32.84967741935484,34.63466666666667,27.148064516129033,22.972666666666672,14.95,13.346129032258064,13.022758620689656,12.921935483870966,14.15566666666667,13.814193548387102,25.273,28.884516129032264,30.426129032258064,31.041999999999998,21.073870967741936,16.606,16.956129032258065,16.169354838709676,14.80892857142857,12.037419354838706,14.097000000000001,16.74032258064516,20.909999999999993,26.64290322580645,27.269666666666673,30.607586206896556,28.604999999999997,19.204193548387096,17.831333333333337,16.781785714285714,15.820645161290324,15.20566666666667,14.110000000000003,18.677666666666667,28.06354838709678,30.489354838709684,25.772333333333343,23.308387096774194,17.397586206896555,15.88935483870968,15.566666666666666,15.718148148148146,17.189,16.197999999999997,16.27,20.454333333333334,30.31322580645161,26.98935483870968,24.89153846153846,22.8358786,74.2556823
